rank,candidate,candidate_name,entity_type,number_of_amr_determinants,number_of_strains,layers_supported,minimum_path_length,evidence_types,n_direct_observations,n_graph_derived,n_annotation_mediated,n_inferred,n_directly_measured_strains,strains,determinants,repeated_across_strains,determinant_fraction,hub_candidate,p_value,q_value,enrichment_significant
2454,EW035_RS24980,nan,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14386,sul3,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2455,EW035_RS24215,intI1,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14386,dfrA12,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2456,EW035_RS24230,nan,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14386,dfrA12,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2457,EW035_RS23415,nan,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14386,dfrA14,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2458,EW035_RS23425,intI1,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14386,dfrA14,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2459,EW035_RS25355,nan,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14386,floR,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2460,EW035_RS24275,nan,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14386,fosA4,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2461,FVE81_RS25135,nan,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14387,blaTEM-1b,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2462,FVE81_RS25145,nan,gene,1,1,genome,1,graph_derived,0,1,0,0,0,MS_14387,blaTEM-1b,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2463,EW036_RS00630,yicI,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2464,EW036_RS00955,mtlD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2465,EW036_RS00960,mtlA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2466,EW036_RS01110,xylF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2467,EW036_RS01220,dppA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2468,EW036_RS01315,bcsZ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2469,EW036_RS01450,chuY,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2470,EW036_RS01465,chuT,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2471,EW036_RS01480,chuS,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2472,EW036_RS01500,arsC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2473,EW036_RS01520,prlC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2474,EW036_RS01550,pitA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2475,EW036_RS01645,nikA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2476,EW036_RS01680,zntA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2477,EW036_RS01725,livJ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2478,EW036_RS01745,livK,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2479,EW036_RS01760,livG,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2480,EW036_RS01770,ugpB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2481,EW036_RS01785,ugpC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2482,EW036_RS01900,glpE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2483,EW036_RS01970,feoB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2484,EW036_RS01975,feoA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2485,EW036_RS02170,nirD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2486,EW036_RS02250,kefB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2487,EW036_RS02280,tusD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2488,EW036_RS02320,bfd,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2489,EW036_RS02325,bfr,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2490,EW036_RS02560,trkA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2491,EW036_RS02740,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2492,EW036_RS02980,ptsN,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2493,EW036_RS02995,lptB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2494,EW036_RS03025,mlaF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2495,EW036_RS03245,yraR,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2496,EW036_RS03355,garD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2497,EW036_RS03365,garL,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2498,EW036_RS03630,nfeF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2499,EW036_RS03800,ygiC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2500,EW036_RS03860,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2501,EW036_RS04525,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2502,EW036_RS04595,iha,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2503,EW036_RS05150,pepP,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2504,EW036_RS05780,fucI,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2505,EW036_RS06415,proX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2506,EW036_RS06425,proV,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2507,EW036_RS06575,yfjD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2508,EW036_RS07150,arsC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2509,EW036_RS07215,yffB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2510,EW036_RS07335,eutL,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2511,EW036_RS07375,yfeX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2512,EW036_RS07440,ptsI,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2513,EW036_RS07625,alaC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2514,EW036_RS07695,dsdA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2515,EW036_RS07950,argT,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2516,EW036_RS07955,hisJ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2517,EW036_RS08285,glpT,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2518,EW036_RS08840,mgsA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2519,EW036_RS09075,putP,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2520,EW036_RS09085,efeO,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2521,EW036_RS09090,efeB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2522,EW036_RS09135,ycdX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2523,EW036_RS09205,mdoG,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2524,EW036_RS09255,solA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2525,EW036_RS09465,ptsG,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2526,EW036_RS09475,hinT,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2527,EW036_RS09575,potD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2528,EW036_RS09590,potA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2529,EW036_RS09595,pepT,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2530,EW036_RS09965,sitA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2531,EW036_RS10150,dadA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2532,EW036_RS10155,dadX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2533,EW036_RS10210,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2534,EW036_RS10220,treA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2535,EW036_RS10225,dhaM,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2536,EW036_RS10235,dhaK,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2537,EW036_RS10470,chaC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2538,EW036_RS10475,ychN,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2539,EW036_RS10495,narK,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2540,EW036_RS10650,kch,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2541,EW036_RS11190,lapB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2542,EW036_RS11270,sapF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2543,EW036_RS11275,sapD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2544,EW036_RS11290,sapA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2545,EW036_RS11330,pspE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2546,EW036_RS11420,mpaA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2547,EW036_RS11425,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2548,EW036_RS11505,zntB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2549,EW036_RS11665,opgD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2550,EW036_RS11730,ydcS,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2551,EW036_RS11850,narU,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2552,EW036_RS11930,gadC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2553,EW036_RS11935,gadB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2554,EW036_RS11955,ydeN,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2555,EW036_RS12035,uxaB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2556,EW036_RS12050,glsB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2557,EW036_RS12120,dcp,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2558,EW036_RS12250,ydgD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2559,EW036_RS12350,uidA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2560,EW036_RS12375,malY,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2561,EW036_RS12500,sodC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2562,EW036_RS12525,gloA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2563,EW036_RS12765,ppsA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2564,EW036_RS12800,btuD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2565,EW036_RS12880,yniA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2566,EW036_RS12920,celF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2567,EW036_RS12940,chbB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2568,EW036_RS12970,spy,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2569,EW036_RS12975,astE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2570,EW036_RS12980,astB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2571,EW036_RS12990,astA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2572,EW036_RS13060,gdhA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2573,EW036_RS13250,yeaR,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2574,EW036_RS13310,pabB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2575,EW036_RS13330,yoaE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2576,EW036_RS13335,manX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2577,EW036_RS13340,manY,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2578,EW036_RS13345,manZ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2579,EW036_RS13480,ptrB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2580,EW036_RS13505,kdgA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2581,EW036_RS13510,edd,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2582,EW036_RS13540,znuA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2583,EW036_RS13545,znuC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2584,EW036_RS13635,cutC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
2585,EW036_RS13730,otsA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,B36,tet(A),False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
