strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01080,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS01075;EW037_RS01080,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01095,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01095,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01140,genome,graph_context,3,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS01145;EW037_RS01140,member_of_cog_category;member_of_cog_category;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01150,genome,graph_context,3,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS01145;EW037_RS01150,member_of_cog_category;member_of_cog_category;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01170,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01170,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01175,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01175,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01195,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01195,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01220,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01220,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01235,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01235,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01335,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01335,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01500,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000617723.1;EW037_RS01500,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01555,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000803191.1;EW037_RS01555,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01585,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01585,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01610,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS01610,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01800,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS01805;EW037_RS01800,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01815,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS01810;EW037_RS01815,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01855,genome,graph_context,3,EW037_RS20170;map01501;EW037_RS01860;EW037_RS01855,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01865,genome,graph_context,3,EW037_RS20170;map01501;EW037_RS01860;EW037_RS01865,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS01890,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000818618.1;EW037_RS01890,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02000,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000477225.1;EW037_RS02000,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02025,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS02030;EW037_RS02025,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02035,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS02030;EW037_RS02035,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02085,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS02085,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02110,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000246815.1;EW037_RS02110,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02125,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000031783.1;EW037_RS02125,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02155,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000424395.1;EW037_RS02155,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02175,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000447529.1;EW037_RS02175,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02195,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000130100.1;EW037_RS02195,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02225,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000091945.1;EW037_RS02225,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02235,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000940121.1;EW037_RS02235,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02270,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000135224.1;EW037_RS02270,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02300,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS02300,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02500,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS02500,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02570,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS02575;EW037_RS02570,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02580,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS02575;EW037_RS02580,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02665,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS02670;EW037_RS02665,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02675,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS02670;EW037_RS02675,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02680,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS02680,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02705,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS02710;EW037_RS02705,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02715,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS02710;EW037_RS02715,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02720,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000669785.1;EW037_RS02720,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02725,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000030537.1;EW037_RS02725,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02735,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS02735,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02765,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000004488.1;EW037_RS02765,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02775,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS02775,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02820,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS02820,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS02975,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS02975,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03000,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS03000,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03530,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS03535;EW037_RS03530,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03540,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS03535;EW037_RS03540,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03560,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000195296.1;EW037_RS03560,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03605,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS03610;EW037_RS03605,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03620,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS03615;EW037_RS03620,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03645,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000059395.1;EW037_RS03645,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03880,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS03880,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03990,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS03990,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS03995,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS03995,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04000,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS04000,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04005,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS04005,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04010,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS04010,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04075,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS04075,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04385,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS04385,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04410,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS04415;EW037_RS04410,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04420,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS04415;EW037_RS04420,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04630,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS04630,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04925,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS04925,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04935,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS04940;EW037_RS04935,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS04945,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS04940;EW037_RS04945,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05025,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS05025,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05080,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS05080,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05100,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS05100,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05120,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS05120,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05225,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS05225,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05230,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS05230,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05240,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS05235;EW037_RS05240,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05710,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS05710,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05730,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS05735;EW037_RS05730,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05765,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS05735;EW037_RS05765,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05785,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS05790;EW037_RS05785,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05795,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS05790;EW037_RS05795,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS05990,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS05990,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06095,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS06095,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06225,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000812053.1;EW037_RS06225,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06325,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS06320;EW037_RS06325,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06500,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000003317.1;EW037_RS06500,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06525,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS06525,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06700,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS06700,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06740,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS06745;EW037_RS06740,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06750,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS06745;EW037_RS06750,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06775,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS06780;EW037_RS06775,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06785,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS06780;EW037_RS06785,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06895,genome,graph_context,3,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS06900;EW037_RS06895,member_of_cog_category;member_of_cog_category;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
