strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS13745,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS13745,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14075,genome,graph_context,2,EW037_RS20170;map01501;EW037_RS14075,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14080,genome,graph_context,2,EW037_RS20170;map01501;EW037_RS14080,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14090,genome,graph_context,2,EW037_RS20170;map01501;EW037_RS14090,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14095,genome,graph_context,2,EW037_RS20170;map01501;EW037_RS14095,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14170,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14170,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14175,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14175,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14180,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14180,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14185,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14185,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14195,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14195,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14200,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14200,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14395,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS14395,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14650,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14650,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14655,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14655,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14715,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS14715,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14765,genome,graph_context,2,EW037_RS20170;map01501;EW037_RS14765,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS14955,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS14955,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15305,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS15305,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15310,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS15310,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15315,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS15315,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15375,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS15375,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15395,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS15395,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15620,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS15620,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15695,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS15695,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15790,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS15790,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15870,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS15870,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS15930,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS15930,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS16265,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS16265,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS16345,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS16345,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS16355,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS16355,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS16650,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS16650,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS16655,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS16655,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS16890,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS16890,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS16895,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS16895,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17065,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS17065,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17070,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS17070,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17080,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS17080,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17130,genome,graph_context,2,EW037_RS20170;map01501;EW037_RS17130,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17380,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS17380,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17435,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS17435,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17440,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS17440,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17450,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS17450,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17455,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS17455,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17880,genome,graph_context,2,EW037_RS20170;map01501;EW037_RS17880,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS17885,genome,graph_context,2,EW037_RS20170;map01501;EW037_RS17885,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS18180,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS18180,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS18245,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS18245,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS18250,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS18250,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS19255,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS19255,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS19405,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS19405,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS19425,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS19425,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS19600,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS19600,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS19685,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS19685,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS19690,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS19690,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS20160,genome,graph_context,2,EW037_RS20170;EW037_RS20165;EW037_RS20160,genomic_proximity;genomic_proximity,graph_derived,bounded_BFS (<= 4 hops),graph_derived
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS20295,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS20295,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS20305,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS20305,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS20310,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS20310,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS20545,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS20545,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS20635,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS20635,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS20640,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS20640,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS20645,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS20645,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS21890,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS21890,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS21895,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS21895,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS21900,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS21900,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS21910,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS21910,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS22055,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS22055,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS22115,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS22115,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS22680,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS22680,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS22685,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS22685,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS23440,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS23440,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS23445,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS23445,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS23705,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS23705,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS23710,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS23710,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS24425,genome,graph_context,2,EW037_RS20170;map02020;EW037_RS24425,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS24765,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS24765,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS24770,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS24770,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS24775,genome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS24775,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000003317.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000003317.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000004488.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000004488.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000016907.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000016907.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000024872.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000024872.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000030537.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000030537.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000031783.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000031783.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000051549.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000051549.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000058885.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000058885.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000059395.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000059395.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000074527.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000074527.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000091945.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000091945.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000117262.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000117262.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000130100.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000130100.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000135224.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000135224.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000150637.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000150637.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000153067.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000153067.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000168747.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000168747.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000171276.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000171276.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000188187.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000188187.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000195296.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000195296.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000195961.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000195961.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000246815.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000246815.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000263098.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000263098.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000284714.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000284714.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000375956.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000375956.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000378442.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000378442.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000424395.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000424395.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000447529.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000447529.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000461642.1,proteome,graph_context,2,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000461642.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000469031.1,proteome,graph_context,2,EW037_RS20170;COG_V: Defense mechanisms;WP_000469031.1,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000477225.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000477225.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,WP_000497723.1,proteome,graph_context,2,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000497723.1,member_of_go_term;member_of_go_term,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
