strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08060,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08060,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08065,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08065,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08070,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08070,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08075,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08075,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08080,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08080,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08090,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08090,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08095,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08095,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08100,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08100,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08105,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08105,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08150,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08150,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08155,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08155,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08165,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08165,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08170,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08170,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08175,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08175,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08205,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08205,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08270,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08270,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08305,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08305,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08310,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08310,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08605,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08605,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08630,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08630,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08645,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08645,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08695,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08695,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08710,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08710,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08715,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08715,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08750,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08750,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08795,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08795,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08915,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08915,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08930,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08930,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS08985,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS08985,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS09015,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS09015,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS09065,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS09065,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS09130,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS09130,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS09230,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS09230,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS09270,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS09270,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,sul1,sulfonamide,EW036_RS26155,genome,EW036_RS09410,genome,graph_context,2,EW036_RS26155;map01100;EW036_RS09410,in_pathway;in_pathway,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS26210_RNA,transcriptome,rna_quantified,0,,,directly_observed,aligned_multiomics.csv (RNA_RPMI/RNA_Sera),observed
B36,mph(A),macrolide,EW036_RS26210,genome,WP_000219391.1,proteome,protein_quantified,0,,,directly_observed,aligned_multiomics.csv (Protein_RPMI/Protein_Sera),observed
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS26220,genome,genomic_proximity,1,EW036_RS26210;EW036_RS26220,genomic_proximity,graph_derived,edges_gene_genomic_proximity_gene.csv,graph_derived
B36,mph(A),macrolide,WP_000219391.1,hypergraph,Triple_EW036_RS26210,hypergraph,hyperedge_membership,1,WP_000219391.1;Triple_EW036_RS26210,member_of:multi_omics_triple,graph_derived,hyperedges.csv,graph_derived
B36,mph(A),macrolide,WP_000219391.1,hypergraph,COG_S: Function unknown,hypergraph,hyperedge_membership,1,WP_000219391.1;COG_S: Function unknown,member_of:cog_category,graph_derived,hyperedges.csv,graph_derived
B36,mph(A),macrolide,WP_000219391.1,hypergraph,macrolide_resistance,hypergraph,hyperedge_membership,1,WP_000219391.1;macrolide_resistance,member_of:amr_mechanism,graph_derived,hyperedges.csv,graph_derived
B36,mph(A),macrolide,WP_000219391.1,hypergraph,GO:0016740: F:transferase activity,hypergraph,hyperedge_membership,1,WP_000219391.1;GO:0016740: F:transferase activity,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,mph(A),macrolide,EW036_RS26210,genome,S,cog,cog_category,1,EW036_RS26210;S,cog_category,annotation_mediated,edges_gene_cog_category_annotation.csv (eggNOG/COG),annotation_mediated
B36,mph(A),macrolide,WP_000219391.1,proteome,GO:0016740,go,go_annotation,1,WP_000219391.1;GO:0016740,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,mph(A),macrolide,WP_000219391.1,proteome,GO:0016740,go,go_annotation,1,WP_000219391.1;GO:0016740,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,macrolide,ppi_amr,amr_mechanism,1,EW036_RS26210;macrolide,associated_with,annotation_mediated,amr_manifest / edges_gene_associated_with_annotation.csv,annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00030,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00030,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00075,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00075,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00455,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00455,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00550,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00550,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00565,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00565,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00570,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00570,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00610,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00610,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00725,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00725,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00870,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00870,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00940,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00940,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS00945,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS00945,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01170,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01170,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01280,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01280,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01290,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01290,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01335,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01335,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01360,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01360,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01420,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01420,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01555,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01555,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01665,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01665,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01690,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01690,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01730,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01730,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01795,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01795,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01810,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01810,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01815,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01815,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01905,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01905,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS01955,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS01955,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02035,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02035,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02190,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02190,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02230,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02230,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02235,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02235,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02240,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02240,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02245,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02245,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02265,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02265,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02275,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02275,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02605,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02605,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02610,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02610,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02815,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02815,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02820,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02820,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02875,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02875,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02900,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02900,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS02975,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS02975,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03000,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03000,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03010,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03010,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03045,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03045,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03085,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03085,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03225,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03225,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03240,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03240,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03255,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03255,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03450,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03450,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03460,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03460,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03475,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03475,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03480,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03480,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03485,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03485,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03490,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03490,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03540,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03540,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03550,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03550,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03710,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03710,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03745,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03745,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03805,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03805,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03825,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03825,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03870,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03870,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03875,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03875,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03900,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03900,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS03980,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS03980,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS04020,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS04020,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS04180,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS04180,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS04410,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS04410,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS04715,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS04715,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS04800,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS04800,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS04850,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS04850,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS04855,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS04855,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,mph(A),macrolide,EW036_RS26210,genome,EW036_RS04895,genome,graph_context,2,EW036_RS26210;COG_S: Function unknown;EW036_RS04895,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
