strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,map01523,hypergraph,hyperedge_membership,1,WP_001389366.1;map01523,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,ko01523,hypergraph,hyperedge_membership,1,WP_001389366.1;ko01523,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,map00790,hypergraph,hyperedge_membership,1,WP_001389366.1;map00790,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,ko00790,hypergraph,hyperedge_membership,1,WP_001389366.1;ko00790,member_of:kegg_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,COG_H: Coenzyme transport and metabolism,hypergraph,hyperedge_membership,1,WP_001389366.1;COG_H: Coenzyme transport and metabolism,member_of:cog_category,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,trimethoprim_resistance,hypergraph,hyperedge_membership,1,WP_001389366.1;trimethoprim_resistance,member_of:amr_mechanism,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,GO:0005829: C:cytosol,hypergraph,hyperedge_membership,1,WP_001389366.1;GO:0005829: C:cytosol,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,GO:0006730: P:one-carbon metabolic process,hypergraph,hyperedge_membership,1,WP_001389366.1;GO:0006730: P:one-carbon metabolic process,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,GO:0046654: P:tetrahydrofolate biosynthetic process,hypergraph,hyperedge_membership,1,WP_001389366.1;GO:0046654: P:tetrahydrofolate biosynthetic process,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,GO:0050661: F:NADP binding,hypergraph,hyperedge_membership,1,WP_001389366.1;GO:0050661: F:NADP binding,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,Metabolic_map01100,hypergraph,hyperedge_membership,1,WP_001389366.1;Metabolic_map01100,member_of:metabolic_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,Metabolic_map00670,hypergraph,hyperedge_membership,1,WP_001389366.1;Metabolic_map00670,member_of:metabolic_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,Metabolic_map01523,hypergraph,hyperedge_membership,1,WP_001389366.1;Metabolic_map01523,member_of:metabolic_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,Metabolic_map00790,hypergraph,hyperedge_membership,1,WP_001389366.1;Metabolic_map00790,member_of:metabolic_pathway,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,GO:0004146: GO:0004146,hypergraph,hyperedge_membership,1,WP_001389366.1;GO:0004146: GO:0004146,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,GO:0046452: GO:0046452,hypergraph,hyperedge_membership,1,WP_001389366.1;GO:0046452: GO:0046452,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,WP_001389366.1,hypergraph,GO:0046655: GO:0046655,hypergraph,hyperedge_membership,1,WP_001389366.1;GO:0046655: GO:0046655,member_of:go_term,graph_derived,hyperedges.csv,graph_derived
B36,dfrA17,trimethoprim,EW036_RS26140,genome,ko00670,kegg,in_pathway,1,EW036_RS26140;ko00670,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,ko00790,kegg,in_pathway,1,EW036_RS26140;ko00790,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,ko01100,kegg,in_pathway,1,EW036_RS26140;ko01100,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,ko01523,kegg,in_pathway,1,EW036_RS26140;ko01523,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,map00670,kegg,in_pathway,1,EW036_RS26140;map00670,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,map00790,kegg,in_pathway,1,EW036_RS26140;map00790,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,map01100,kegg,in_pathway,1,EW036_RS26140;map01100,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,map01523,kegg,in_pathway,1,EW036_RS26140;map01523,in_pathway,annotation_mediated,edges_gene_in_pathway_annotation.csv (KEGG),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,H,cog,cog_category,1,EW036_RS26140;H,cog_category,annotation_mediated,edges_gene_cog_category_annotation.csv (eggNOG/COG),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0004146,go,go_annotation,1,WP_001389366.1;GO:0004146,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0005829,go,go_annotation,1,WP_001389366.1;GO:0005829,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0006730,go,go_annotation,1,WP_001389366.1;GO:0006730,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0046452,go,go_annotation,1,WP_001389366.1;GO:0046452,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0046654,go,go_annotation,1,WP_001389366.1;GO:0046654,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0046655,go,go_annotation,1,WP_001389366.1;GO:0046655,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0050661,go,go_annotation,1,WP_001389366.1;GO:0050661,annotated_by,annotation_mediated,edges_protein_annotated_by_annotation.csv (GO),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0004146,go,go_annotation,1,WP_001389366.1;GO:0004146,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0005829,go,go_annotation,1,WP_001389366.1;GO:0005829,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0006730,go,go_annotation,1,WP_001389366.1;GO:0006730,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0046452,go,go_annotation,1,WP_001389366.1;GO:0046452,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0046654,go,go_annotation,1,WP_001389366.1;GO:0046654,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0046655,go,go_annotation,1,WP_001389366.1;GO:0046655,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,dfrA17,trimethoprim,WP_001389366.1,proteome,GO:0050661,go,go_annotation,1,WP_001389366.1;GO:0050661,annotated_by,annotation_mediated,amr_uniprot_recovery.csv (per-ID UniProt lookup; bypasses upstream batch-search truncation),annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,trimethoprim,ppi_amr,amr_mechanism,1,EW036_RS26140;trimethoprim,associated_with,annotation_mediated,amr_manifest / edges_gene_associated_with_annotation.csv,annotation_mediated
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:32796,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:32796,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:32796,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:30797,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:30797,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:30797,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:15741,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:15741,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:15741,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:15966,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:15966,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:15966,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16015,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:16015,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16015,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17724,metabolome,shares_pathway,2,EW036_RS26140;map00670;CHEBI:17724,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17724,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16414,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:16414,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16414,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17858,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:17858,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17858,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:32797,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:32797,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:32797,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16027,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:16027,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16027,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17750,metabolome,shares_pathway,2,EW036_RS26140;map00670;CHEBI:17750,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17750,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17191,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:17191,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17191,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17154,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:17154,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17154,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17306,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:17306,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17306,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:7916,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:7916,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:7916,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17368,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:17368,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17368,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:15428,metabolome,shares_pathway,2,EW036_RS26140;map00670;CHEBI:15428,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:15428,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16977,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:16977,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16977,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:4170,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:4170,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:4170,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17895,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:17895,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17895,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:422,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:422,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:422,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16708,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:16708,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:16708,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17533,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:17533,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:17533,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:30838,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:30838,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:30838,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:15603,metabolome,shares_pathway,2,EW036_RS26140;map01100;CHEBI:15603,in_pathway;in_pathway,inferred,pathway-mediated (gene->pathway->metabolite),inferred
B36,dfrA17,trimethoprim,EW036_RS26140,genome,CHEBI:15603,metabolome,metabolite_quantified,2,,,directly_observed,metabolomics_abundance.csv,observed
